-5,0
-4.85,1
-4.54309,1.98382
-4.06655,2.93092
-3.39968,3.81103
-2.50974,4.57232
-1.34684,5.10822
0.138642,5.13918
1.50734,3.78933
1.27275,2.66356
0.610295,2.15516
-0.145073,2.07987
-0.88688,2.32431
-1.56717,2.82371
-2.15538,3.53911
-2.62433,4.446
-2.94256,5.5283
-3.06634,6.77392
-2.9262,8.16811
-2.39631,9.6731
-1.21845,11.1313
0.953507,11.6665
2.07989,10.9226
2.34122,10.2109
2.14268,9.75236
1.6758,9.57534
1.04484,9.68469
0.320585,10.0901
-0.433588,10.8137
-1.13886,11.8966
-1.658,13.4051
-1.66651,15.4048
-0.331354,17.4812
1.35916,17.9691
2.41393,17.7699
2.91217,17.3931
2.96913,17.0326
2.66046,16.7911
2.03622,16.7524
1.13824,17.0158
0.0310484,17.7359
-1.08617,19.1872
-1.38,21.6337
-0.196004,23.4016
1.09321,24.1488
2.08986,24.3209
2.71851,24.1724
2.95429,23.8544
2.76952,23.486
2.12005,23.2039
0.952424,23.2385
-0.659987,24.0958
-1.60984,26.3627
-1.2163,28.327
-0.391366,29.6433
0.510489,30.44
1.3403,30.8219
2.00525,30.8566
2.41639,30.593
2.45377,30.0831
1.91759,29.4368
0.480628,29.0551
-1.46683,30.2081
-2.22678,32.0021
-2.28467,33.6379
-1.9569,34.9972
-1.39932,36.0632
-0.704347,36.8284
0.0577002,37.2767
0.8136,37.3759
1.45522,37.0712
1.76038,36.2875
1.14513,35.0921
-0.846133,34.9877
-2.2277,35.9729
-3.04333,37.2191
-3.4592,38.5022
-3.57133,39.7412
-3.43567,40.8941
-3.08665,41.9293
-2.54664,42.8142
-1.83195,43.5061
-0.959806,43.9397
0.0340537,44.0004
1.01975,43.4615
1.32976,41.9542
-0.0392567,41.1361
-1.38556,41.3966
-2.40669,42.1508
-3.10502,43.153
-3.50304,44.2855
-3.61359,45.4766
-3.43698,46.6696
-2.96016,47.8041
-2.15537,48.7941
-0.984079,49.479
0.529014,49.4766
1.528,48.0392
1.11745,47.0269
0.347512,46.6491
-0.477439,46.7227
-1.2531,47.1346
-1.9273,47.8191
-2.46101,48.7353
-2.81273,49.8561
-2.926,51.1585
-2.71027,52.6119
-1.99934,54.1361
-0.476617,55.402
1.5965,55.0489
2.4254,54.268
2.69495,53.6559
2.67428,53.2424
2.47669,53.0113
2.1605,52.9473
1.76068,53.0401
1.30097,53.2847
0.799571,53.6803
0.272459,54.231
-0.264027,54.9457
-0.790084,55.8403
-1.27711,56.9405
-1.67558,58.2874
-1.88019,59.9482
-1.59819,62.0106
0.151897,64.0633
1.75497,64.603
2.86792,64.695
3.62227,64.6376
4.10359,64.5321
4.36225,64.4249
4.42887,64.343
4.32234,64.3064
4.05379,64.3332
3.62871,64.4437
3.04803,64.6638
2.30897,65.0313
1.40714,65.6081
0.346685,66.5109
-0.795676,68.0017
-1.32693,70.6433
-0.306405,72.5326
0.846422,73.5443
1.83461,74.0611
2.60277,74.2708
3.13408,74.2738
3.41375,74.1344
3.41842,73.9036
3.10878,73.6357
2.41897,73.4124
1.24295,73.4076
-0.498541,74.1273
-1.63979,76.4997
-1.56036,78.5001
-1.12248,80.041
-0.56103,81.2471
0.0391018,82.1949
0.637248,82.9296
1.20873,83.479
1.73482,83.8602
2.19795,84.0831
2.57842,84.1525
2.8507,84.0686
2.97748,83.8281
2.89746,83.4259
2.49481,82.8649
1.50848,82.2186
-0.631543,82.1699
-2.02972,83.6836
-2.54985,85.3342
-2.5748,86.8229
-2.29223,88.0937
-1.80241,89.1301
-1.16915,89.9174
-0.44284,90.4327
0.323515,90.6376
1.05121,90.4675
1.5746,89.8179
1.41594,88.5974
-0.407274,87.8502
-1.91926,88.3637
-2.98261,89.2597
-3.71412,90.2938
-4.18789,91.3768
-4.44813,92.4661
-4.52191,93.5358
-4.42584,94.5667
-4.16939,95.5408
-3.75664,96.4384
-3.18707,97.2342
-2.45609,97.8915
-1.55644,98.3502
-0.486365,98.4969
0.694507,98.0747
1.36452,96.4942
0.374117,95.5292
-0.79008,95.4797
-1.79349,95.9431
-2.57613,96.7212
-3.12133,97.7094
-3.41533,98.8417
-3.43629,100.067
-3.1471,101.331
-2.48547,102.555
-1.35045,103.579
0.348978,103.943
1.64855,102.653
1.65497,101.636
1.26084,101.069
0.721144,100.841
0.129324,100.877
-0.469405,101.134
-1.04735,101.584
-1.58329,102.211
-2.05712,103.006
-2.44589,103.966
-2.7191,105.094
-2.83057,106.394
-2.70034,107.874
-2.16574,109.523
-0.83177,111.163
1.56907,111.312
2.90252,110.908
3.79153,110.518
4.44387,110.19
4.94536,109.923
5.3399,109.712
