0,0
0.147408,2.06787
0.533258,4.2049
1.20789,6.36462
2.20739,8.47295
3.53264,10.4365
5.13707,12.1684
6.93855,13.6168
8.84828,14.7744
10.7941,15.6664
12.7276,16.332
14.6206,16.8114
16.4587,17.1399
18.2363,17.3468
19.9524,17.4553
21.6088,17.4838
23.2086,17.4467
24.7553,17.3555
26.2527,17.2193
27.7047,17.0454
29.1147,16.8397
30.4862,16.6071
31.8222,16.3517
33.1256,16.0766
34.3991,15.7848
35.6452,15.4786
36.8662,15.16
38.0642,14.8307
39.2411,14.4922
40.3987,14.1459
41.5389,13.7929
42.6632,13.4341
43.7732,13.0705
44.8701,12.7028
45.9556,12.3319
47.0307,11.9583
48.0968,11.5827
49.155,11.2057
50.2065,10.8277
51.2524,10.4493
52.2937,10.0709
53.3315,9.69312
54.3669,9.31628
55.4007,8.94086
56.434,8.56733
57.4678,8.19614
58.5029,7.82774
59.5404,7.46262
60.5812,7.10126
61.6262,6.74419
62.6764,6.39193
63.7327,6.04508
64.7961,5.70424
65.8675,5.37006
66.9479,5.04326
68.0383,4.7246
69.1396,4.41492
70.253,4.11512
71.3793,3.82621
72.5197,3.54926
73.6752,3.2855
74.8469,3.03626
76.0358,2.803
77.243,2.58738
78.4697,2.39122
79.7168,2.21656
80.9855,2.06569
82.2767,1.94116
83.5914,1.84585
84.9303,1.78298
86.2943,1.75618
87.6839,1.76952
89.0992,1.82759
90.54,1.93551
92.0059,2.09901
93.4954,2.32446
95.0065,2.61884
96.5358,2.98978
98.0787,3.44535
99.629,3.99397
101.178,4.644
102.716,5.40326
104.229,6.27832
105.701,7.27368
107.116,8.39074
108.455,9.62696
109.7,10.9753
110.834,12.4241
111.844,13.9578
112.72,15.5581
113.46,17.2053
114.062,18.8803
114.532,20.5656
114.877,22.2459
115.106,23.9089
115.229,25.5448
115.258,27.1466
115.201,28.7092
115.068,30.2293
114.869,31.7049
114.61,33.135
114.298,34.5196
113.941,35.859
113.543,37.154
113.109,38.4056
112.643,39.6151
112.15,40.7838
111.632,41.9129
111.091,43.004
110.532,44.0585
109.955,45.0775
109.363,46.0626
108.757,47.0148
108.139,47.9355
107.511,48.8259
106.873,49.6869
106.227,50.5197
105.573,51.3252
104.913,52.1045
104.247,52.8583
103.575,53.5876
102.9,54.2932
102.22,54.9758
101.537,55.6361
100.851,56.2749
100.162,56.8927
99.4716,57.4903
98.7791,58.0681
98.085,58.6268
97.3897,59.1668
96.6934,59.6887
95.9964,60.1929
95.2989,60.68
94.6011,61.1502
93.9031,61.6041
93.2052,62.0421
92.5074,62.4644
91.8099,62.8715
91.1129,63.2637
90.4165,63.6413
89.7207,64.0046
89.0257,64.354
88.3316,64.6897
87.6384,65.0119
86.9462,65.3211
86.2552,65.6173
85.5652,65.9008
84.8765,66.1719
84.1891,66.4307
83.503,66.6775
82.8183,66.9126
82.135,67.1359
81.4531,67.3479
80.7728,67.5486
80.0939,67.7382
79.4166,67.9168
78.7409,68.0847
78.0668,68.242
77.3943,68.3888
76.7235,68.5252
76.0543,68.6515
75.3868,68.7676
74.721,68.8738
74.0569,68.9702
73.3945,69.0569
72.7339,69.1339
72.075,69.2014
71.4178,69.2595
70.7624,69.3083
70.1087,69.3479
69.4568,69.3784
68.8066,69.3998
68.1582,69.4122
67.5116,69.4158
66.8667,69.4105
66.2236,69.3965
65.5823,69.3738
64.9427,69.3426
64.3049,69.3027
63.6688,69.2544
63.0344,69.1976
62.4018,69.1325
61.7709,69.0591
61.1418,68.9773
60.5143,68.8873
59.8886,68.7891
59.2645,68.6828
58.6422,68.5683
58.0215,68.4458
57.4025,68.3152
56.7851,68.1766
56.1694,68.0299
55.5553,67.8753
